14497,destination00000,1772317426687
11978,destination00001,1772317426755
2336,destination00002,1772317426785
7546,destination00003,1772317426830
2062,destination00004,1772317426910
13629,destination00005,1772317426967
23484,destination00006,1772317427055
24045,destination00007,1772317427133
24483,destination00008,1772317427187
13234,destination00009,1772317427283
2539,destination00010,1772317427315
2540,destination00011,1772317427374
10189,destination00012,1772317427428
7609,destination00013,1772317427457
22267,destination00014,1772317427474
24851,destination00015,1772317427541
12291,destination00016,1772317427609
4957,destination00017,1772317427646
4981,destination00018,1772317427699
21725,destination00019,1772317427714
14590,destination00020,1772317427765
13809,destination00021,1772317427823
5900,destination00022,1772317427894
5476,destination00023,1772317427983
12663,destination00024,1772317428075
21261,destination00025,1772317428151
12272,destination00026,1772317428170
1080,destination00027,1772317428212
7076,destination00028,1772317428309
921,destination00029,1772317428383
20784,destination00030,1772317428450
24763,destination00031,1772317428482
1826,destination00032,1772317428528
1656,destination00033,1772317428537
21633,destination00034,1772317428611
5055,destination00035,1772317428620
8430,destination00036,1772317428704
14590,destination00037,1772317428803
6355,destination00038,1772317428839
6354,destination00039,1772317428884
10243,destination00040,1772317428957
8270,destination00041,1772317429046
1394,destination00042,1772317429119
8573,destination00043,1772317429187
23476,destination00044,1772317429280
7037,destination00045,1772317429295
12820,destination00046,1772317429363
2520,destination00047,1772317429372
10852,destination00048,1772317429374
4619,destination00049,1772317429458
2377,destination00050,1772317429549
10799,destination00051,1772317429602
23544,destination00052,1772317429690
12210,destination00053,1772317429727
7492,destination00054,1772317429820
22448,destination00055,1772317429903
21548,destination00056,1772317429929
274,destination00057,1772317429961
628,destination00058,1772317430015
1562,destination00059,1772317430089
11825,destination00060,1772317430104
12772,destination00061,1772317430164
6495,destination00062,1772317430254
2191,destination00063,1772317430287
10484,destination00064,1772317430342
9762,destination00065,1772317430389
21975,destination00066,1772317430451
4490,destination00067,1772317430513
9997,destination00068,1772317430537
22506,destination00069,1772317430568
11768,destination00070,1772317430569
20121,destination00071,1772317430661
12184,destination00072,1772317430726
8658,destination00073,1772317430761
10063,destination00074,1772317430841
12130,destination00075,1772317430845
4554,destination00076,1772317430901
20427,destination00077,1772317430975
20434,destination00078,1772317430979
9400,destination00079,1772317431038
6105,destination00080,1772317431131
23293,destination00081,1772317431133
9057,destination00082,1772317431150
1182,destination00083,1772317431236
6511,destination00084,1772317431312
11876,destination00085,1772317431373
13433,destination00086,1772317431448
9972,destination00087,1772317431461
20413,destination00088,1772317431554
7862,destination00089,1772317431649
11594,destination00090,1772317431730
40,destination00091,1772317431800
3516,destination00092,1772317431843
290,destination00093,1772317431853
20672,destination00094,1772317431891
22547,destination00095,1772317431970
3199,destination00096,1772317432046
3505,destination00097,1772317432106
6944,destination00098,1772317432186
22827,destination00099,1772317432283
8556,destination00100,1772317432321
10400,destination00101,1772317432328
9860,destination00102,1772317432384
12673,destination00103,1772317432471
21905,destination00104,1772317432546
5620,destination00105,1772317432603
9360,destination00106,1772317432617
6261,destination00107,1772317432681
24324,destination00108,1772317432723
1921,destination00109,1772317432761
1057,destination00110,1772317432794
13827,destination00111,1772317432821
10180,destination00112,1772317432912
2351,destination00113,1772317432978
24272,destination00114,1772317432986
4262,destination00115,1772317433029
24724,destination00116,1772317433044
6796,destination00117,1772317433065
21181,destination00118,1772317433098
11043,destination00119,1772317433182
14052,destination00120,1772317433236
7576,destination00121,1772317433282
20758,destination00122,1772317433299
2052,destination00123,1772317433321
13757,destination00124,1772317433399
6519,destination00125,1772317433478
13174,destination00126,1772317433489
12734,destination00127,1772317433531
20231,destination00128,1772317433630
3479,destination00129,1772317433688
13981,destination00130,1772317433692
1548,destination00131,1772317433695
11101,destination00132,1772317433772
8808,destination00133,1772317433825
11909,destination00134,1772317433831
20837,destination00135,1772317433880
302,destination00136,1772317433902
8428,destination00137,1772317433938
22410,destination00138,1772317433966
4464,destination00139,1772317434016
13424,destination00140,1772317434086
1480,destination00141,1772317434093
11914,destination00142,1772317434095
5458,destination00143,1772317434154
6122,destination00144,1772317434200
3989,destination00145,1772317434210
23940,destination00146,1772317434256
1982,destination00147,1772317434269
7360,destination00148,1772317434304
6241,destination00149,1772317434305
5595,destination00150,1772317434384
9214,destination00151,1772317434456
24852,destination00152,1772317434508
9467,destination00153,1772317434519
8825,destination00154,1772317434581
5862,destination00155,1772317434604
20325,destination00156,1772317434664
11083,destination00157,1772317434709
8584,destination00158,1772317434742
20862,destination00159,1772317434767
9587,destination00160,1772317434826
8883,destination00161,1772317434845
2058,destination00162,1772317434935
7064,destination00163,1772317434988
156,destination00164,1772317435085
21234,destination00165,1772317435117
6765,destination00166,1772317435151
7919,destination00167,1772317435174
21104,destination00168,1772317435223
1671,destination00169,1772317435243
14511,destination00170,1772317435334
11809,destination00171,1772317435420
3727,destination00172,1772317435470
22511,destination00173,1772317435563
1637,destination00174,1772317435657
3020,destination00175,1772317435718
22964,destination00176,1772317435797
23794,destination00177,1772317435889
6914,destination00178,1772317435901
3569,destination00179,1772317435940
10602,destination00180,1772317436001
4994,destination00181,1772317436066
20333,destination00182,1772317436157
4734,destination00183,1772317436254
80,destination00184,1772317436339
4201,destination00185,1772317436425
1727,destination00186,1772317436457
12145,destination00187,1772317436482
21632,destination00188,1772317436495
4110,destination00189,1772317436531
13122,destination00190,1772317436589
4424,destination00191,1772317436671
6491,destination00192,1772317436754
22397,destination00193,1772317436837
9345,destination00194,1772317436933
2277,destination00195,1772317436945
14651,destination00196,1772317436970
10789,destination00197,1772317437046
7945,destination00198,1772317437052
20085,destination00199,1772317437109
24328,destination00200,1772317437197
5679,destination00201,1772317437243
10103,destination00202,1772317437283
21539,destination00203,1772317437344
4686,destination00204,1772317437385
2608,destination00205,1772317437460
4034,destination00206,1772317437517
8092,destination00207,1772317437615
24542,destination00208,1772317437690
4854,destination00209,1772317437773
8974,destination00210,1772317437800
4424,destination00211,1772317437860
6904,destination00212,1772317437940
7518,destination00213,1772317437955
10479,destination00214,1772317437957
6896,destination00215,1772317437966
1247,destination00216,1772317437988
12032,destination00217,1772317438057
14642,destination00218,1772317438154
22942,destination00219,1772317438169
24730,destination00220,1772317438178
4967,destination00221,1772317438230
1360,destination00222,1772317438301
14446,destination00223,1772317438370
21276,destination00224,1772317438390
4272,destination00225,1772317438439
3302,destination00226,1772317438531
13486,destination00227,1772317438607
8280,destination00228,1772317438647
4667,destination00229,1772317438743
13525,destination00230,1772317438802
24174,destination00231,1772317438840
